Title,Date,View_URL,View,View1,middle,Author,colsm4,colsm42,colsm43,maintext,View4,View5,View6,View7,Like,socialshareicon,socialshareicon_URL,socialshareicon8,socialshareicon_URL9,socialshareicon10,socialshareicon_URL11,socialshareicon12,Content
Former Employee - SDE-2,"September 16, 2020",https://www.glassdoor.sg/Reviews/Employee-Review-Google-RVW36051529.htm,"""Great""",5.0,,,,,,I worked at Google full-time,Pros,Best corporate environment in the world,Cons,Your manager will push you to advance,,Share on Facebook,https://twitter.com/share?url=undefined/Reviews/Employee-Review-Google-RVW36051529.htm&text=Google+review+on+%23Glassdoor%3A+%22Great%22,Share on Twitter,mailto:?Subject=Google%20review%20on%20Glassdoor&body=Read%20this%20review%20of%20Google%20on%20Glassdoor.%20%22Great%22%C2%A0undefined/Reviews/Employee-Review-Google-RVW36051529.htm,Share via Email,https://www.glassdoor.sg/Reviews/undefined/Reviews/Employee-Review-Google-RVW36051529.htm,Copy Link,Flag as Inappropriate
Current Employee - Senior Software Engineer,"September 17, 2020",https://www.glassdoor.sg/Reviews/Employee-Review-Google-RVW36075466.htm,"""Love it here""",5.0,"in Los Angeles, CA","Los Angeles, CA",Recommends,Positive Outlook,Approves of CEO,I have been working at Google full-time for more than 5 years,Pros,Challenging work. Great perks. Great impact.,Cons,Large company. Can be bureaucratic at times.,,Share on Facebook,https://twitter.com/share?url=undefined/Reviews/Employee-Review-Google-RVW36075466.htm&text=Google+review+on+%23Glassdoor%3A+%22Love%20it%20here%22,Share on Twitter,mailto:?Subject=Google%20review%20on%20Glassdoor&body=Read%20this%20review%20of%20Google%20on%20Glassdoor.%20%22Love%20it%20here%22%C2%A0undefined/Reviews/Employee-Review-Google-RVW36075466.htm,Share via Email,https://www.glassdoor.sg/Reviews/undefined/Reviews/Employee-Review-Google-RVW36075466.htm,Copy Link,Flag as Inappropriate
Former Employee - Analytical Consultant,"September 15, 2020",https://www.glassdoor.sg/Reviews/Employee-Review-Google-RVW35987760.htm,"""Fantastic Experience""",5.0,,,Recommends,Positive Outlook,,I worked at Google full-time,Pros,"Unbelievable benefits
Competitive Pay
Smart coworkers with diverse backgrounds",Cons,It's an ever growing company and thus sometimes there's a lot of work to do!,Continue reading,Share on Facebook,https://twitter.com/share?url=undefined/Reviews/Employee-Review-Google-RVW35987760.htm&text=Google+review+on+%23Glassdoor%3A+%22Fantastic%20Experience%22,Share on Twitter,mailto:?Subject=Google%20review%20on%20Glassdoor&body=Read%20this%20review%20of%20Google%20on%20Glassdoor.%20%22Fantastic%20Experience%22%C2%A0undefined/Reviews/Employee-Review-Google-RVW35987760.htm,Share via Email,https://www.glassdoor.sg/Reviews/undefined/Reviews/Employee-Review-Google-RVW35987760.htm,Copy Link,Flag as Inappropriate
Current Employee - Senior Account Executive,"September 16, 2020",https://www.glassdoor.sg/Reviews/Employee-Review-Google-RVW36013772.htm,"""Unreal company - 'everything you hear is true'!""",5.0,"in Ann Arbor, MI","Ann Arbor, MI",Recommends,Positive Outlook,Approves of CEO,I have been working at Google full-time for more than 5 years,Pros,"- amazing pay and sales bonuses
- benefits are unbeatable anywhere
- work/life balance
- friendly co workers and ""nice"" culture
- job security & long-term career options",Cons,"- career mapping & upward mobility is challenging - career mapping relies mainly on individual with very little leadership direction/support
- very flat, matrix org structure and career journey is an ""adventure"" so be prepared for many reorgs and zigs/zags along the way",Continue reading,Share on Facebook,https://twitter.com/share?url=undefined/Reviews/Employee-Review-Google-RVW36013772.htm&text=Google+review+on+%23Glassdoor%3A+%22Unreal%20company%20-%20%27everything%20you%20hear%20is%20true%27!%22,Share on Twitter,mailto:?Subject=Google%20review%20on%20Glassdoor&body=Read%20this%20review%20of%20Google%20on%20Glassdoor.%20%22Unreal%20company%20-%20%27everything%20you%20hear%20is%20true%27!%22%C2%A0undefined/Reviews/Employee-Review-Google-RVW36013772.htm,Share via Email,https://www.glassdoor.sg/Reviews/undefined/Reviews/Employee-Review-Google-RVW36013772.htm,Copy Link,Flag as Inappropriate
Former Employee - Software Development Engineer In Test (SDET),"September 16, 2020",https://www.glassdoor.sg/Reviews/Employee-Review-Google-RVW36019976.htm,"""Good""",5.0,in Mumbai,Mumbai,,,,I worked at Google full-time,Pros,High growth and work life balance,Cons,High competition and challenging projects,,Share on Facebook,https://twitter.com/share?url=undefined/Reviews/Employee-Review-Google-RVW36019976.htm&text=Google+review+on+%23Glassdoor%3A+%22Good%22,Share on Twitter,mailto:?Subject=Google%20review%20on%20Glassdoor&body=Read%20this%20review%20of%20Google%20on%20Glassdoor.%20%22Good%22%C2%A0undefined/Reviews/Employee-Review-Google-RVW36019976.htm,Share via Email,https://www.glassdoor.sg/Reviews/undefined/Reviews/Employee-Review-Google-RVW36019976.htm,Copy Link,Flag as Inappropriate
Current Employee - Security Engineer,"September 12, 2020",https://www.glassdoor.sg/Reviews/Employee-Review-Google-RVW35878906.htm,"""Great company""",5.0,"in Kirkland, WA","Kirkland, WA",Recommends,,,I have been working at Google full-time,Pros,"exciting work, amazing employer, plenty of opportunity to grow",Cons,none that I can think of,,Share on Facebook,https://twitter.com/share?url=undefined/Reviews/Employee-Review-Google-RVW35878906.htm&text=Google+review+on+%23Glassdoor%3A+%22Great%20company%22,Share on Twitter,mailto:?Subject=Google%20review%20on%20Glassdoor&body=Read%20this%20review%20of%20Google%20on%20Glassdoor.%20%22Great%20company%22%C2%A0undefined/Reviews/Employee-Review-Google-RVW35878906.htm,Share via Email,https://www.glassdoor.sg/Reviews/undefined/Reviews/Employee-Review-Google-RVW35878906.htm,Copy Link,Flag as Inappropriate
Current Employee - Global Supply Manager,"September 14, 2020",https://www.glassdoor.sg/Reviews/Employee-Review-Google-RVW35947173.htm,"""Terrific workplace""",5.0,in Taipei,Taipei,Recommends,Positive Outlook,Approves of CEO,I have been working at Google full-time for more than a year,Pros,"One of the top pay companies in this location, expanding continuously in the region",Cons,"One may manage strategic jobs which are challenging and exciting, but also need to take care of trivial and tactical works at times as org structure is slim.",,Share on Facebook,https://twitter.com/share?url=undefined/Reviews/Employee-Review-Google-RVW35947173.htm&text=Google+review+on+%23Glassdoor%3A+%22Terrific%20workplace%22,Share on Twitter,mailto:?Subject=Google%20review%20on%20Glassdoor&body=Read%20this%20review%20of%20Google%20on%20Glassdoor.%20%22Terrific%20workplace%22%C2%A0undefined/Reviews/Employee-Review-Google-RVW35947173.htm,Share via Email,https://www.glassdoor.sg/Reviews/undefined/Reviews/Employee-Review-Google-RVW35947173.htm,Copy Link,Flag as Inappropriate
Former Employee - Software Engineer,"September 15, 2020",https://www.glassdoor.sg/Reviews/Employee-Review-Google-RVW35965112.htm,"""good""",5.0,"in San Francisco, CA","San Francisco, CA",,,,I worked at Google part-time,Pros,"work-life balance, company culture, flexibility",Cons,sometimes too slow and have too many meetings,,Share on Facebook,https://twitter.com/share?url=undefined/Reviews/Employee-Review-Google-RVW35965112.htm&text=Google+review+on+%23Glassdoor%3A+%22good%22,Share on Twitter,mailto:?Subject=Google%20review%20on%20Glassdoor&body=Read%20this%20review%20of%20Google%20on%20Glassdoor.%20%22good%22%C2%A0undefined/Reviews/Employee-Review-Google-RVW35965112.htm,Share via Email,https://www.glassdoor.sg/Reviews/undefined/Reviews/Employee-Review-Google-RVW35965112.htm,Copy Link,Flag as Inappropriate
Former Employee - Tech Reviewer,"September 15, 2020",https://www.glassdoor.sg/Reviews/Employee-Review-Google-RVW35970890.htm,"""Great place to work at""",5.0,in Chennai,Chennai,Recommends,Neutral Outlook,Approves of CEO,I worked at Google part-time for less than a year,Pros,work-life balance and awesome management makes them one of the best places to work for,Cons,could be hectic at times,Continue reading,Share on Facebook,https://twitter.com/share?url=undefined/Reviews/Employee-Review-Google-RVW35970890.htm&text=Google+review+on+%23Glassdoor%3A+%22Great%20place%20to%20work%20at%22,Share on Twitter,mailto:?Subject=Google%20review%20on%20Glassdoor&body=Read%20this%20review%20of%20Google%20on%20Glassdoor.%20%22Great%20place%20to%20work%20at%22%C2%A0undefined/Reviews/Employee-Review-Google-RVW35970890.htm,Share via Email,https://www.glassdoor.sg/Reviews/undefined/Reviews/Employee-Review-Google-RVW35970890.htm,Copy Link,Flag as Inappropriate
Former Employee - Software Engineer,"September 15, 2020",https://www.glassdoor.sg/Reviews/Employee-Review-Google-RVW35978466.htm,"""Great culture work""",5.0,"in Los Angeles, CA","Los Angeles, CA",Recommends,Positive Outlook,Approves of CEO,I worked at Google full-time for more than 5 years,Pros,Nice fat pay. Awesome avenue to learn and grow.,Cons,Nothing to be honest. everything great.,Continue reading,Share on Facebook,https://twitter.com/share?url=undefined/Reviews/Employee-Review-Google-RVW35978466.htm&text=Google+review+on+%23Glassdoor%3A+%22Great%20culture%20work%22,Share on Twitter,mailto:?Subject=Google%20review%20on%20Glassdoor&body=Read%20this%20review%20of%20Google%20on%20Glassdoor.%20%22Great%20culture%20work%22%C2%A0undefined/Reviews/Employee-Review-Google-RVW35978466.htm,Share via Email,https://www.glassdoor.sg/Reviews/undefined/Reviews/Employee-Review-Google-RVW35978466.htm,Copy Link,Flag as Inappropriate
Current Employee - Software Engineer,"September 10, 2020",https://www.glassdoor.sg/Reviews/Employee-Review-Google-RVW35825614.htm,"""Values employees! Of course has its downsides""",5.0,"in New York, NY","New York, NY",Recommends,Neutral Outlook,Approves of CEO,I have been working at Google full-time for more than 3 years,Pros,"Great perks including unlimited sick days, vacation, self-management, flexible work hours, good medical, and more.

Open work environment allowing discussion and collaboration.

Actively encouraged to challenge ones self and learn.",Cons,"In short, the promotion process at Google attempts to be very fair. In doing so, people become more focused on what is important to promotion. These don't always align with what is good for the company.",Continue reading,Share on Facebook,https://twitter.com/share?url=undefined/Reviews/Employee-Review-Google-RVW35825614.htm&text=Google+review+on+%23Glassdoor%3A+%22Values%20employees!%20Of%20course%20has%20its%20downsides%22,Share on Twitter,mailto:?Subject=Google%20review%20on%20Glassdoor&body=Read%20this%20review%20of%20Google%20on%20Glassdoor.%20%22Values%20employees!%20Of%20course%20has%20its%20downsides%22%C2%A0undefined/Reviews/Employee-Review-Google-RVW35825614.htm,Share via Email,https://www.glassdoor.sg/Reviews/undefined/Reviews/Employee-Review-Google-RVW35825614.htm,Copy Link,Flag as Inappropriate
Current Employee - Quality Assurance Analyst,"September 13, 2020",https://www.glassdoor.sg/Reviews/Employee-Review-Google-RVW35902853.htm,"""Best place to work""",5.0,"in Gurgaon, Haryana","Gurgaon, Haryana",Recommends,Positive Outlook,Approves of CEO,I have been working at Google full-time for more than a year,Pros,They way they treat their employees,Cons,"Everything is good, No negative points",,Share on Facebook,https://twitter.com/share?url=undefined/Reviews/Employee-Review-Google-RVW35902853.htm&text=Google+review+on+%23Glassdoor%3A+%22Best%20place%20to%20work%22,Share on Twitter,mailto:?Subject=Google%20review%20on%20Glassdoor&body=Read%20this%20review%20of%20Google%20on%20Glassdoor.%20%22Best%20place%20to%20work%22%C2%A0undefined/Reviews/Employee-Review-Google-RVW35902853.htm,Share via Email,https://www.glassdoor.sg/Reviews/undefined/Reviews/Employee-Review-Google-RVW35902853.htm,Copy Link,Flag as Inappropriate
Former Employee - Programmer Analyst,"September 13, 2020",https://www.glassdoor.sg/Reviews/Employee-Review-Google-RVW35904322.htm,"""Google""",5.0,,,Recommends,Positive Outlook,Approves of CEO,I worked at Google full-time for less than a year,Pros,"They are google, one of the biggest in the world.",Cons,"They are not apple, but still pretty good.",,Share on Facebook,https://twitter.com/share?url=undefined/Reviews/Employee-Review-Google-RVW35904322.htm&text=Google+review+on+%23Glassdoor%3A+%22Google%22,Share on Twitter,mailto:?Subject=Google%20review%20on%20Glassdoor&body=Read%20this%20review%20of%20Google%20on%20Glassdoor.%20%22Google%22%C2%A0undefined/Reviews/Employee-Review-Google-RVW35904322.htm,Share via Email,https://www.glassdoor.sg/Reviews/undefined/Reviews/Employee-Review-Google-RVW35904322.htm,Copy Link,Flag as Inappropriate
Current Employee - User Experience Researcher,"September 13, 2020",https://www.glassdoor.sg/Reviews/Employee-Review-Google-RVW35909051.htm,"""Great Company, Benefits are amazing""",5.0,"in New York, NY","New York, NY",Recommends,Positive Outlook,Approves of CEO,I have been working at Google full-time for more than a year,Pros,Google truly cares about employees.,Cons,"Work life balance may be harder at times, you might work on a team you don't care for.",Continue reading,Share on Facebook,"https://twitter.com/share?url=undefined/Reviews/Employee-Review-Google-RVW35909051.htm&text=Google+review+on+%23Glassdoor%3A+%22Great%20Company,%20Benefits%20are%20amazing%22",Share on Twitter,"mailto:?Subject=Google%20review%20on%20Glassdoor&body=Read%20this%20review%20of%20Google%20on%20Glassdoor.%20%22Great%20Company,%20Benefits%20are%20amazing%22%C2%A0undefined/Reviews/Employee-Review-Google-RVW35909051.htm",Share via Email,https://www.glassdoor.sg/Reviews/undefined/Reviews/Employee-Review-Google-RVW35909051.htm,Copy Link,Flag as Inappropriate
Former Employee - Executive Assistant,"September 13, 2020",https://www.glassdoor.sg/Reviews/Employee-Review-Google-RVW35912000.htm,"""Good and Bad""",5.0,,,,,,I worked at Google part-time,Pros,Very good to work with,Cons,Air con very the cold,,Share on Facebook,https://twitter.com/share?url=undefined/Reviews/Employee-Review-Google-RVW35912000.htm&text=Google+review+on+%23Glassdoor%3A+%22Good%20and%20Bad%22,Share on Twitter,mailto:?Subject=Google%20review%20on%20Glassdoor&body=Read%20this%20review%20of%20Google%20on%20Glassdoor.%20%22Good%20and%20Bad%22%C2%A0undefined/Reviews/Employee-Review-Google-RVW35912000.htm,Share via Email,https://www.glassdoor.sg/Reviews/undefined/Reviews/Employee-Review-Google-RVW35912000.htm,Copy Link,Flag as Inappropriate
Former Employee - Software Engineer,"September 13, 2020",https://www.glassdoor.sg/Reviews/Employee-Review-Google-RVW35913342.htm,"""Amazing Experience""",5.0,"in Sunnyvale, CA","Sunnyvale, CA",Recommends,Positive Outlook,Approves of CEO,I worked at Google full-time for more than a year,Pros,"Ability to collaborate and work on your own projects
Losts of food
Good pay",Cons,Can become difficult to have your voice heard,Continue reading,Share on Facebook,https://twitter.com/share?url=undefined/Reviews/Employee-Review-Google-RVW35913342.htm&text=Google+review+on+%23Glassdoor%3A+%22Amazing%20Experience%22,Share on Twitter,mailto:?Subject=Google%20review%20on%20Glassdoor&body=Read%20this%20review%20of%20Google%20on%20Glassdoor.%20%22Amazing%20Experience%22%C2%A0undefined/Reviews/Employee-Review-Google-RVW35913342.htm,Share via Email,https://www.glassdoor.sg/Reviews/undefined/Reviews/Employee-Review-Google-RVW35913342.htm,Copy Link,Flag as Inappropriate
Former Employee - IT Lead,"September 14, 2020",https://www.glassdoor.sg/Reviews/Employee-Review-Google-RVW35930174.htm,"""WOW""",5.0,"in London, England","London, England",Recommends,Positive Outlook,Approves of CEO,I worked at Google full-time for more than 3 years,Pros,Free food all the day,Cons,got fat every single day,Continue reading,Share on Facebook,https://twitter.com/share?url=undefined/Reviews/Employee-Review-Google-RVW35930174.htm&text=Google+review+on+%23Glassdoor%3A+%22WOW%22,Share on Twitter,mailto:?Subject=Google%20review%20on%20Glassdoor&body=Read%20this%20review%20of%20Google%20on%20Glassdoor.%20%22WOW%22%C2%A0undefined/Reviews/Employee-Review-Google-RVW35930174.htm,Share via Email,https://www.glassdoor.sg/Reviews/undefined/Reviews/Employee-Review-Google-RVW35930174.htm,Copy Link,Flag as Inappropriate
Former Employee - Solicitor,"September 14, 2020",https://www.glassdoor.sg/Reviews/Employee-Review-Google-RVW35931707.htm,"""What you'd expect from the best company in the world""",5.0,"in Dublin, Dublin","Dublin, Dublin",Recommends,Positive Outlook,Approves of CEO,I worked at Google full-time for more than a year,Pros,management and technology is as good as you would expect,Cons,High expectations but overall you are well rewarded,Continue reading,Share on Facebook,https://twitter.com/share?url=undefined/Reviews/Employee-Review-Google-RVW35931707.htm&text=Google+review+on+%23Glassdoor%3A+%22What%20you%27d%20expect%20from%20the%20best%20company%20in%20the%20world%22,Share on Twitter,mailto:?Subject=Google%20review%20on%20Glassdoor&body=Read%20this%20review%20of%20Google%20on%20Glassdoor.%20%22What%20you%27d%20expect%20from%20the%20best%20company%20in%20the%20world%22%C2%A0undefined/Reviews/Employee-Review-Google-RVW35931707.htm,Share via Email,https://www.glassdoor.sg/Reviews/undefined/Reviews/Employee-Review-Google-RVW35931707.htm,Copy Link,Flag as Inappropriate
